Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:64645000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
64645000;2;01/06/1968;;1;1;71,536;31,058;39,066;9;4;1;1;1;;0;31,8;31,8;31,8;31,058;32,555;32,555;33,323;57,689;71,536;64,563;66,297;50,922;41,745;39,949;39,073;38,21;36,527;35,706;34,898;34,898;34,898;34,898;35,706;34,898;34,898;33,323;31,8;31,8;31,8;31,058;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64645000;2;01/07/1968;;1;1;36,527;25,566;31,742;6;25;2;2;2;;0;31,8;31,058;31,058;31,058;32,555;36,527;36,527;36,527;34,104;34,104;33,323;32,555;31,8;31,058;31,058;31,058;31,058;31,8;31,8;30,328;32,555;32,555;30,328;28,215;25,566;27,535;29,611;31,058;32,555;32,555;30,328;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;;2;2;2;2;2;2;2;;
64645000;2;01/08/1968;;1;1;94,799;31,058;47,074;10;27;1;1;1;;0;34,898;34,898;34,898;34,898;34,898;34,104;33,323;38,21;82,165;94,799;76,826;59,398;47,582;41,745;38,21;82,165;94,799;76,826;59,398;47,582;41,745;37,362;34,898;33,323;32,555;31,8;31,058;34,898;34,898;33,323;31,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/09/1968;;1;1;40,84;31,058;35,059;23;1;1;1;1;;0;31,058;31,8;31,8;31,058;31,8;33,323;34,104;34,104;34,898;34,898;34,898;36,527;37,362;37,362;31,058;38,21;39,073;39,949;39,949;39,949;38,21;37,362;40,84;37,362;36,527;33,323;31,8;31,058;31,058;31,058;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64645000;2;01/10/1968;;1;1;87,55;30,328;42,702;27;17;1;1;1;;0;31,8;32,555;33,323;34,104;34,104;35,706;36,527;37,362;38,21;36,527;36,527;33,323;33,323;34,898;36,527;34,898;30,328;36,527;36,527;33,323;33,323;34,898;36,527;34,898;54,291;76,826;87,55;78,6;69,784;52,603;68,038;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/11/1968;;1;1;401,896;41,745;125,403;2;27;1;1;1;;0;334,298;401,896;355,922;281,065;200,715;151,299;115,105;168,874;168,874;153,239;141,649;122,614;113,238;102,122;91,165;82,165;78,6;71,536;62,835;61,113;57,689;54,291;50,922;47,582;44,273;42,665;41,745;50,922;57,689;55,987;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64645000;2;01/12/1968;;1;1;332,146;31,058;82,829;25;18;1;1;1;;0;54,291;59,398;59,398;52,603;47,582;44,273;41,745;39,949;38,21;36,527;35,706;34,898;33,323;34,104;33,323;31,8;31,8;31,058;31,058;31,058;31,058;34,104;73,294;157,129;332,146;319,271;214,866;170,842;157,129;149,362;126,392;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/01/1969;;1;1;295,845;54,291;120,456;11;31;1;1;1;;0;102,122;92,979;116,977;141,649;151,299;139,73;157,129;168,874;164,946;237,354;295,845;233,243;188,689;155,182;133,992;116,977;105,811;92,979;85,75;80,38;75,057;78,6;78,6;82,165;82,165;78,6;61,113;62,835;61,113;57,689;54,291;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/02/1969;;1;1;103,964;47,582;70,556;21;6;1;1;1;;0;57,689;66,297;57,689;61,113;55,987;47,582;47,582;47,582;54,291;98,451;87,55;76,826;64,563;61,113;57,689;64,563;75,057;71,536;75,057;102,122;103,964;103,964;98,451;83,955;71,536;64,563;61,113;57,689;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
64645000;2;01/03/1969;;1;1;107,661;31,058;51,716;5;25;1;1;1;;0;61,113;68,038;76,826;102,122;107,661;89,355;75,057;68,038;54,291;47,582;44,273;40,84;39,073;38,21;36,527;36,527;34,898;34,104;33,323;32,555;33,323;33,323;32,555;31,8;31,058;31,8;37,362;50,922;64,563;66,297;69,784;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/04/1969;;1;1;262,212;44,273;97,787;7;21;1;1;1;;0;68,038;78,6;120,731;149,362;198,704;233,243;262,212;220,969;172,813;135,901;109,516;94,799;83,955;75,057;66,297;61,113;57,689;54,291;50,922;47,582;44,273;45,923;52,603;61,113;80,38;75,057;57,689;55,987;57,689;61,113;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64645000;2;01/05/1969;;1;1;576,299;34,898;104,293;27;22;1;1;1;;0;61,113;64,563;62,835;73,294;85,75;75,057;68,038;61,113;52,603;47,582;45,923;44,273;42,665;42,665;41,745;40,84;39,949;38,21;38,21;36,527;35,706;34,898;34,898;42,665;59,398;235,297;576,299;408,523;306,464;233,243;202,729;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/06/1969;;1;1;1042,311;107,661;305,662;16;14;1;1;1;;0;210,81;838,312;790,196;439,635;317,131;233,243;194,69;168,874;155,182;143,572;126,392;120,731;115,105;107,661;321,412;1042,311;692,762;401,896;291,612;241,473;247,671;314,994;295,845;268,477;229,142;198,704;182,714;170,842;161,031;147,429;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64645000;2;01/07/1969;;1;1;528,811;85,75;158,973;10;31;1;1;1;;0;141,649;133,992;126,392;130,184;118,852;113,238;111,375;162,987;247,671;528,811;401,896;329,995;216,898;184,703;164,946;145,499;137,814;130,184;120,731;115,105;115,105;111,375;115,105;126,392;124,501;113,238;98,451;92,979;92,979;89,355;85,75;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/08/1969;;1;1;103,964;44,273;66,816;9;31;1;1;1;;0;82,165;78,6;76,826;75,057;73,294;78,6;89,355;100,285;103,964;91,165;76,826;71,536;68,038;68,038;64,563;66,297;64,563;64,563;62,835;61,113;57,689;54,291;50,922;50,922;50,922;50,922;50,922;49,248;47,582;45,923;44,273;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/09/1969;;1;1;1579,295;37,362;100,576;30;18;1;1;1;;0;42,665;41,745;41,745;42,665;44,273;47,582;45,923;47,582;44,273;41,745;39,949;39,073;39,073;39,073;39,073;38,21;38,21;37,362;47,582;61,113;57,689;50,922;47,582;44,273;41,745;39,073;38,21;42,665;216,898;1579,295;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64645000;2;01/10/1969;;1;1;1261,222;137,814;337,918;1;21;1;1;1;;0;1261,222;634,57;437,403;473,297;587,325;659,916;716,625;596,208;435,172;342,926;278,961;225,051;196,695;182,714;172,813;168,874;161,031;161,031;153,239;145,499;137,814;145,499;278,961;395,283;317,131;247,671;188,689;166,908;153,239;149,362;304,336;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/11/1969;;1;1;1195,232;166,908;390,306;14;27;1;1;1;;0;502,731;406,312;332,146;260,128;225,051;194,69;272,664;390,883;522,466;563,181;424,041;351,583;415,164;1195,232;919,312;639,148;545,884;457,547;401,896;362,444;325,7;325,7;308,594;251,814;206,764;184,703;166,908;170,842;172,813;212,837;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64645000;2;01/12/1969;;1;1;239,412;71,536;112,018;1;21;1;1;1;;0;239,412;214,866;182,714;161,031;137,814;124,501;116,977;113,238;130,184;113,238;107,661;107,661;116,977;109,516;103,964;98,451;89,355;82,165;75,057;73,294;71,536;75,057;83,955;98,451;102,122;92,979;83,955;71,536;71,536;89,355;133,992;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64645000;2;01/01/1970;;1;1;430,715;57,689;145,801;3;24;1;1;1;;0;166,908;239,412;430,715;351,583;283,17;227,095;202,729;188,689;196,695;202,729;164,946;155,182;145,499;130,184;107,661;113,238;128,286;130,184;111,375;92,979;76,826;71,536;61,113;57,689;64,563;66,297;64,563;64,563;73,294;75,057;75,057;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
