Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:64659000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
64659000;2;01/02/2014;;1;1;78,499;4,582;13,04;25;20;1;1;1;;0;10,997;10,103;8,851;8,458;7,705;6,658;6,331;6,331;6,331;5,707;5,125;4,849;4,849;4,849;6,658;5,707;6,996;6,014;5,125;4,582;4,582;5,125;5,707;33,721;78,499;47,354;32,786;25,111;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
64659000;2;01/01/2014;;1;1;278,028;12,934;68,817;5;31;1;1;1;;0;38,277;57,883;104,152;251,136;278,028;113,93;82,888;61,825;47,354;49,546;37,632;32,786;38,277;54,036;65,859;85,562;136,529;145,105;87,361;61,825;47,354;38,95;32,786;25,111;22,112;27,524;32,786;27,524;20,021;16,229;12,934;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/12/2013;;1;1;98,438;6,331;31,719;11;28;1;1;1;;0;49,546;39,628;74,198;61,029;42,38;33,721;27,524;48,081;45,913;40,996;98,438;69,984;50,285;38,277;30,966;24,339;20,021;17,437;16,229;13,979;12,43;10,103;8,851;8,075;7,345;6,996;6,658;6,331;7,705;29,213;36,629;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/11/2013;;1;1;50,285;9,257;18,712;23;10;1;1;1;;0;20,021;17,437;15,646;15,077;17,437;16,826;13,45;11,462;10,543;9,257;9,257;12,934;30,966;22,839;15,646;10,543;12,934;15,646;15,077;11,94;11,462;20,703;50,285;45,198;36,629;24,339;18,061;13,979;12,934;22,839;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/10/2013;;1;1;256,435;18,7;54,342;5;15;1;1;1;;0;47,354;53,278;42,38;178,902;256,435;142,944;92,84;65,045;49,546;40,996;34,673;29,213;24,339;21,4;18,7;18,7;23,581;33,721;29,213;24,339;18,7;18,7;29,213;39,628;34,673;99,382;66,677;51,027;40,31;32,786;25,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/09/2013;;1;1;45,913;6,331;12,764;24;16;1;1;1;;0;10,997;10,543;10,997;10,543;10,543;10,543;11,94;10,997;9,257;8,851;8,458;8,075;7,705;6,996;6,658;6,331;7,345;8,075;10,997;9,257;7,705;7,345;8,458;45,913;39,628;27,524;18,7;14,521;12,934;15,077;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/08/2013;;1;1;47,354;10,997;22,93;1;30;1;1;1;;0;47,354;43,781;40,996;37,632;34,673;34,673;32,786;30,966;27,524;27,524;25,9;24,339;22,839;22,839;21,4;20,021;18,7;17,437;16,826;16,229;15,646;15,077;13,979;13,979;13,45;13,45;12,934;12,934;12,934;10,997;10,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/07/2013;;1;1;282,147;52,524;118,596;1;31;1;1;1;;0;282,147;268,504;210,195;174,25;149,464;128,142;115,924;105,115;117,929;126,075;100,329;88,266;78,499;71,659;65,859;61,825;56,333;54,036;53,278;55,564;65,045;273,932;225,241;170,79;133,361;106,082;87,361;75,051;65,045;58,664;52,524;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/06/2013;;1;1;2638,434;39,628;434,038;25;15;2;2;2;;0;113,93;167,355;395,046;215,169;147,279;111,949;89,174;73,348;62,624;54,798;57,106;54,036;48,081;43,781;39,628;40,996;132,311;225,241;167,355;502,236;1179,395;1095,359;468,783;1397,833;2638,434;1747,093;704,332;445,863;325,957;276,66;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;;
64659000;2;01/05/2013;;1;1;244,567;13,45;47,211;29;13;1;1;1;;0;22,839;21,4;20,021;18,7;20,021;21,4;25,9;20,021;17,437;16,229;15,077;14,521;13,45;13,979;16,229;24,339;65,859;70,819;48,812;39,628;35,642;32,786;30,966;33,721;34,673;34,673;34,673;55,564;244,567;236,768;162,814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/04/2013;;1;1;167,355;24,339;64,498;14;30;1;1;1;;0;66,677;63,428;78,499;65,045;75,051;133,361;89,174;75,051;65,045;58,664;59,449;55,564;104,152;167,355;119,947;91;74,198;63,428;54,036;48,081;43,781;40,996;36,629;34,673;33,721;30,966;29,213;27,524;25,9;24,339;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/03/2013;;1;1;1077,484;57,883;249,292;13;5;1;1;1;;0;95,624;80,244;69,984;63,428;57,883;153,868;138,656;200,374;135,47;122,997;165,079;578,7;1077,484;1020,125;445,863;308,729;267,154;211,434;165,079;149,464;618,372;384,227;239,358;176,57;151,66;148,37;140,794;111,949;93,765;82,003;73,348;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/02/2013;;1;1;723,546;13,979;239,783;11;2;1;1;1;;0;15,077;13,979;27,524;51,027;46,632;32,786;35,642;202,813;147,279;190,723;723,546;376,565;297,432;287,671;515,847;600,222;432,952;378,093;452,37;387,307;294,631;235,477;232,903;187,148;151,66;130,221;149,464;116,925;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
64659000;2;01/01/2013;;1;1;923,545;16,229;120,599;9;31;1;1;1;;0;120,961;176,57;178,902;108,025;75,908;63,428;126,075;171,941;923,545;362,914;202,813;136,529;100,329;82,003;85,562;162,814;109,981;89,174;71,659;60,237;48,812;43,781;37,632;33,721;30,081;27,524;27,524;25,111;20,703;18,061;16,229;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/12/2012;;1;1;126,075;8,075;40,854;18;2;1;1;1;;0;8,458;8,075;8,458;9,674;18,061;11,94;13,979;11,94;15,077;40,31;42,38;29,213;22,839;33,721;109,981;83,776;92,84;126,075;78,499;59,449;51,774;43,078;35,642;29,213;24,339;25,111;21,4;18,7;29,213;61,029;102,234;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/11/2012;;1;1;54,798;7,705;24,763;3;27;2;2;2;;0;44,488;48,081;54,798;51,774;42,38;34,673;31,868;30,966;29,213;30,081;30,081;31,868;32,786;30,966;26,704;22,839;21,4;20,021;18,7;12,934;11,94;10,543;10,103;9,257;8,458;8,075;7,705;7,705;11,94;10,543;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/10/2012;;1;1;63,428;2,088;14,473;30;21;1;1;1;;0;5,125;4,582;4,325;4,078;3,611;3,391;3,391;3,179;3,179;2,977;3,179;3,391;3,391;3,179;2,977;2,783;3,611;2,419;2,419;2,25;2,088;2,088;5,125;25,111;38,277;44,488;48,812;52,524;54,798;63,428;44,488;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/09/2012;;1;1;8,075;3,179;4,416;29;19;1;1;1;;0;5,411;5,411;5,125;5,125;5,125;4,582;4,582;4,325;4,325;4,078;3,84;3,611;3,611;3,611;3,611;3,611;3,391;3,391;3,179;3,179;3,611;4,078;4,582;4,078;4,078;4,582;4,849;5,707;8,075;5,707;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/08/2012;;1;1;29,213;5,411;10,794;1;31;1;1;1;;0;29,213;25,9;18,7;17,437;16,229;15,077;13,979;12,934;11,94;11,94;10,997;10,997;10,103;9,257;8,851;8,458;8,458;8,458;8,075;7,705;7,705;7,345;6,996;6,658;6,331;6,331;6,014;5,707;5,707;5,707;5,411;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/07/2012;;1;1;76,768;20,021;40,453;1;27;1;1;1;;0;76,768;69,984;61,825;59,449;56,333;51,774;52,524;65,045;65,045;49,546;45,198;43,781;45,913;40,996;38,277;35,642;34,673;34,673;34,673;32,786;30,081;25,9;24,339;22,839;21,4;20,703;20,021;20,021;25,9;25,111;22,839;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/06/2012;;1;1;1925,135;80,244;327,471;5;17;1;1;1;;0;111,949;207,724;142,944;264,459;1925,135;985,391;409,114;251,136;190,723;171,941;136,529;130,221;158,319;127,107;106,082;91;80,244;232,903;1414,994;877,597;458,91;248,501;235,477;197,945;156,088;120,961;111,949;100,329;94,693;83,776;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/05/2012;;1;1;188,337;18,7;63,407;1;23;1;1;1;;0;188,337;140,794;115,924;91;63,428;49,546;40,31;38,95;36,629;33,721;30,966;41,686;51,027;48,081;42,38;39,628;36,629;32,786;27,524;24,339;22,112;19,353;18,7;20,021;26,704;51,027;73,348;153,868;158,319;136,529;111,949;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/04/2012;;1;1;647,814;3,391;60,494;27;10;1;1;1;;0;5,707;5,125;4,582;4,325;5,125;6,014;5,125;4,582;3,611;3,391;3,611;4,582;4,078;4,078;5,411;4,582;4,078;4,849;4,849;5,125;6,331;10,543;17,437;18,7;17,437;73,348;647,814;271,213;293,234;365,932;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/03/2012;;1;1;30,966;3,179;7,949;2;19;1;1;1;;0;24,339;30,966;20,703;16,229;12,934;10,997;8,458;6,658;5,411;5,125;4,582;4,325;4,078;3,84;3,611;3,611;3,391;3,391;3,179;3,179;3,179;3,179;3,84;6,331;8,458;6,996;6,996;6,331;6,658;8,458;6,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/02/2012;;1;1;13,45;4,582;7,104;1;18;1;1;1;;0;13,45;11,94;10,103;9,257;8,458;8,075;7,345;6,014;5,125;4,849;5,125;5,707;6,331;5,707;5,707;5,125;4,849;4,582;4,582;4,582;4,582;6,331;5,707;6,331;8,458;8,458;8,458;8,851;11,94;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
64659000;2;01/01/2012;;1;1;442,623;5,125;52,661;14;12;1;1;1;;0;12,43;13,979;10,997;9,257;8,458;7,705;6,996;6,331;6,014;5,707;5,411;5,125;18,7;442,623;343,518;169,642;75,051;48,812;51,027;39,628;34,673;28,361;24,339;22,839;28,361;43,781;43,781;39,628;33,721;27,524;18,061;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/12/2011;;1;1;32,786;7,705;15,832;1;25;1;1;1;;0;32,786;27,524;25,111;22,839;20,021;19,353;18,7;18,7;17,437;22,839;26,704;24,339;19,353;17,437;14,521;13,45;12,934;12,43;11,94;10,997;9,257;8,851;8,458;8,458;7,705;7,705;7,705;11,94;10,103;9,257;11,94;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/11/2011;;1;1;222,707;24,339;81,52;16;10;1;1;1;;0;105,115;92,84;75,908;55,564;48,081;43,078;39,628;34,673;30,966;24,339;29,213;40,31;66,677;176,57;202,813;222,707;210,195;133,361;91,919;71,659;60,237;98,438;104,152;85,562;69,984;63,428;49,546;42,38;39,628;36,629;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/10/2011;;1;1;458,91;8,458;104,262;15;8;1;1;1;;0;11,94;11,462;10,997;10,103;10,997;10,103;9,257;8,458;22,839;55,564;86,46;64,234;52,524;52,524;458,91;441,006;428,146;278,028;197,945;140,794;89,174;69,984;63,428;55,564;55,564;71,659;95,624;75,051;68,323;99,382;126,075;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/09/2011;;1;1;75,051;12,934;35,944;10;30;1;1;1;;0;58,664;48,081;45,913;42,38;39,628;38,277;45,198;48,812;52,524;75,051;71,659;58,664;48,812;42,38;38,277;33,721;30,081;27,524;24,339;22,839;21,4;20,021;18,7;20,021;22,839;21,4;17,437;16,229;14,521;12,934;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/08/2011;;1;1;1476,895;42,38;245,116;2;18;1;1;1;;0;778,326;1476,895;585,842;307,309;227,784;212,677;169,642;119,947;106,082;94,693;85,562;78,499;74,198;66,677;57,106;52,524;47,354;42,38;188,337;1239,771;432,952;256,435;200,374;136,529;117,929;102,234;87,361;69,984;64,234;62,624;56,333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/07/2011;;1;1;367,444;29,303;126,175;1;17;1;1;1;;0;367,444;313,004;303,061;314,434;257,767;129,18;91;76,768;64,234;55,564;47,354;42,38;38,277;35,625;34,326;31,153;29,303;61,029;195,527;150,561;142,944;215,169;215,169;174,25;111,949;89,174;77,632;60,237;52,524;45,198;89,174;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/06/2011;;1;1;104,152;9,725;29,069;10;7;1;1;1;;0;11,853;11,415;11,415;10,984;10,558;10,558;9,725;10,558;25,726;104,152;94,693;79,37;40,996;33,043;27,494;24,002;21,77;19,092;18,057;17,042;16,049;15,078;14,6;14,128;13,662;15,078;22,321;34,326;39,628;94,693;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/05/2011;;1;1;45,913;13,201;23,363;1;31;1;1;1;;0;45,913;40,996;34,326;32,409;31,778;29,303;28,695;28,092;26,9;24,572;23,437;22,876;22,321;21,224;27,494;25,726;24,572;22,876;20,148;19,092;18,057;18,057;17,042;16,543;16,049;15,561;15,078;14,128;14,128;13,662;13,201;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/04/2011;;1;1;361,409;36,942;124,599;3;12;1;1;1;;0;298,836;325,957;361,409;361,409;268,504;136,529;98,438;76,768;65,045;51,027;42,38;36,942;52,524;94,693;135,47;178,902;173,094;154,977;106,082;82,888;76,768;72,501;63,428;51,027;54,798;76,768;71,659;60,237;57,883;51,027;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/03/2011;;1;1;320,177;18,057;43,948;31;23;1;1;1;;0;63,428;45,913;45,913;38,277;31,153;26,9;25,726;19,092;21,77;22,321;29,303;44,488;89,174;54,036;42,38;34,326;28,695;24,572;26,311;28,092;24,002;20,684;18,057;19,092;18,057;18,057;21,77;25,726;46,632;88,266;320,177;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/02/2011;;1;1;533,045;39,628;140,948;11;23;1;1;1;;0;52,524;68,323;91;82,888;87,361;98,438;111,949;145,105;117,929;197,945;533,045;439,391;331,774;255,107;197,945;181,244;126,075;98,438;78,499;66,677;57,883;40,31;39,628;41,686;82,003;134,414;106,082;82,888;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
64659000;2;01/01/2011;;1;1;197,945;26,9;73,286;14;9;1;1;1;;0;45,198;40,996;34,326;30,531;29,915;31,778;29,915;27,494;26,9;26,9;29,303;55,564;147,279;197,945;162,814;62,624;49,546;44,488;54,036;71,659;91,919;175,409;163,945;126,075;103,191;78,499;68,323;71,659;63,428;60,237;69,984;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/12/2010;;1;1;407,543;14,128;105,072;14;2;1;1;1;;0;15,561;14,128;22,321;45,913;89,174;178,902;190,723;128,142;106,082;84,667;80,244;87,361;195,527;407,543;200,374;134,414;98,438;82,888;63,428;49,546;45,913;45,913;84,667;120,961;118,937;111,949;106,082;111,949;89,174;82,888;63,428;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/11/2010;;1;1;58,664;13,201;25,269;1;15;1;1;1;;0;58,664;45,913;39,628;31,778;28,092;26,9;23,437;22,321;19,092;17,042;16,049;15,078;14,128;13,662;13,201;14,128;19,092;38,95;28,092;24,572;20,148;18,057;19,092;28,695;46,632;33,043;25,726;21,77;18,057;17,042;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/10/2010;;1;1;251,136;8,403;53,239;17;1;1;1;1;;0;8,403;9,725;12,297;14,128;14,128;11,415;18,057;61,029;75,051;49,546;29,303;17,042;9,725;9,725;25,726;178,902;251,136;190,723;158,319;104,152;73,348;55,564;44,488;35,625;29,303;24,002;23,437;22,321;21,224;28,092;44,488;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/09/2010;;1;1;7,801;4,492;5,493;30;22;1;1;1;;0;6,146;6,146;5,892;5,643;5,643;5,401;5,643;5,643;5,643;5,643;5,643;5,643;5,401;5,401;5,165;5,165;4,935;4,935;4,71;4,71;4,71;4,492;4,492;4,71;4,71;5,165;5,643;6,673;7,225;7,801;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64659000;2;01/08/2010;;1;1;12,746;6,146;9,01;4;31;1;1;1;;0;10,984;10,558;10,558;12,746;12,746;12,297;11,853;11,853;11,415;11,415;10,558;10,139;9,725;9,03;8,713;8,403;8,099;7,801;7,801;7,801;7,51;7,225;7,225;6,946;6,946;6,673;6,673;6,673;6,406;6,406;6,146;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64659000;2;01/07/2010;;1;1;29,303;11,415;15,676;18;10;1;1;1;;0;14,128;13,662;13,201;13,201;12,746;12,297;12,297;11,853;11,853;11,415;11,415;11,415;11,853;12,297;15,078;19,092;25,147;29,303;28,092;24,572;21,77;19,618;18,057;17,042;16,543;15,561;14,128;13,201;12,297;11,415;11,415;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
